,grid_topology,pv_penetration,hp_penetration,ev_penetration,lem_with_lem,average_energy_price_with_lem,avg_share_balancing_energy_with_lem,avg_normalized_market_energy_with_lem,avg_ratio_gen_dem_with_lem,avg_ratio_hp_hh_with_lem,avg_ratio_pv_hp_with_lem,peak_power_with_lem,season_with_lem,max_loads_with_lem,grid_topology_without_lem,lem_without_lem,average_energy_price_without_lem,avg_share_balancing_energy_without_lem,avg_normalized_market_energy_without_lem,avg_ratio_gen_dem_without_lem,avg_ratio_hp_hh_without_lem,avg_ratio_pv_hp_without_lem,peak_power_without_lem,season_without_lem,max_loads_without_lem,average_energy_price_ratio,peak_power_ratio,max_loads_ratio
83,Urban,0.75,0.25,0.75,True,0.229,0.2252,0.4441,0.9131,0.2194,17.5637,1006.644,transition,696.25,Urban,False,0.2476,0.0,0.4474,0.9757,0.2035,26.2928,1056.744,transition,933.29,0.9248788368336027,0.9525902205264474,0.7460167793504698
84,Urban,0.75,0.25,1.0,True,0.2325,0.207,0.4803,0.8843,0.2192,17.7651,822.22,transition,682.46,Urban,False,0.2511,0.0,0.458,0.9526,0.2035,26.2928,1056.744,transition,926.48,0.925925925925926,0.7780692390966971,0.7366160089802263
85,Urban,0.75,0.5,0.0,True,0.2393,0.2318,0.4575,0.8853,0.4654,6.8441,1002.188,transition,727.43,Urban,False,0.2566,0.0,0.4794,0.9041,0.4344,9.3768,1021.12,transition,890.58,0.9325798908807483,0.9814595738013162,0.8168047789081272
86,Urban,0.75,0.5,0.25,True,0.2345,0.2295,0.468,0.8874,0.4658,7.2739,943.932,summer,709.41,Urban,False,0.2524,0.0,0.4868,0.9207,0.4345,9.9262,1046.716,transition,930.07,0.9290808240887479,0.9018033544915719,0.762749040394809
87,Urban,0.75,0.5,0.5,True,0.2347,0.2231,0.475,0.8517,0.4651,7.2838,1055.396,summer,676.08,Urban,False,0.2536,0.0,0.4926,0.9003,0.4345,9.9262,1046.052,transition,922.41,0.9254731861198738,1.0089326343241063,0.7329495560542493
88,Urban,0.75,0.5,0.75,True,0.2336,0.2161,0.4756,0.8239,0.465,7.3343,869.1519999999999,summer,649.26,Urban,False,0.2541,0.0,0.4956,0.882,0.4345,9.9262,1046.052,transition,916.04,0.919323101141283,0.8308879482090756,0.7087681760621807
89,Urban,0.75,0.5,1.0,True,0.2369,0.1967,0.5065,0.8013,0.4645,7.3434,822.0600000000001,transition,635.25,Urban,False,0.257,0.0,0.5062,0.8631,0.4345,9.9262,1046.052,transition,908.88,0.9217898832684824,0.7858691537323194,0.6989371534195934
90,Urban,0.75,0.75,0.0,True,0.2372,0.2098,0.473,0.8215,0.643,4.7097,863.088,summer,686.67,Urban,False,0.26,0.0,0.513,0.8459,0.5985,6.6811,1011.68,transition,878.38,0.9123076923076923,0.853123517317729,0.7817459413921082
91,Urban,0.75,0.75,0.25,True,0.2331,0.2078,0.4783,0.8265,0.6433,5.013,899.788,summer,697.77,Urban,False,0.2558,0.0,0.5195,0.863,0.5986,7.0754,1038.492,transition,916.74,0.9112587959343236,0.866437103030163,0.7611427449440408
92,Urban,0.75,0.75,0.5,True,0.2333,0.1981,0.4932,0.7945,0.6427,5.0298,878.9639999999999,summer,672.01,Urban,False,0.2568,0.0,0.5253,0.8449,0.5986,7.0754,1038.492,transition,909.42,0.9084890965732089,0.8463849504858968,0.7389435024521124
93,Urban,0.75,0.75,0.75,True,0.2337,0.1948,0.4953,0.7703,0.643,5.0176,854.32,summer,676.48,Urban,False,0.2577,0.0,0.5303,0.8285,0.5986,7.0754,1036.196,transition,903.24,0.9068684516880093,0.8244772224559833,0.7489482308135158
94,Urban,0.75,0.75,1.0,True,0.2367,0.1778,0.5286,0.7501,0.6424,5.0236,-841.94,winter,669.83,Urban,False,0.2604,0.0,0.5409,0.8117,0.5986,7.0754,1036.196,transition,896.81,0.9089861751152073,0.8125296758528311,0.7469029114305149
95,Urban,0.75,1.0,0.0,True,0.2453,0.1996,0.5325,0.7756,0.8497,3.7688,-1120.272,winter,797.84,Urban,False,0.2677,0.0,0.5756,0.7999,0.7957,5.1012,-1096.224,winter,934.13,0.9163242435562197,1.0219371223399598,0.854099536467087
96,Urban,0.75,1.0,0.25,True,0.241,0.1931,0.5491,0.7813,0.851,4.0022,-1119.528,winter,810.54,Urban,False,0.2636,0.0,0.5821,0.8171,0.7959,5.4012,-1103.972,winter,958.78,0.9142640364188164,1.0140909370889841,0.8453868457831828
97,Urban,0.75,1.0,0.5,True,0.2413,0.1911,0.549,0.7531,0.8501,4.0057,-1128.364,winter,811.03,Urban,False,0.2644,0.0,0.5879,0.8009,0.7959,5.4012,-1103.972,winter,954.7,0.9126323751891072,1.0220947632729815,0.8495129360008379
98,Urban,0.75,1.0,0.75,True,0.2415,0.186,0.557,0.7292,0.8507,4.0007,-1130.12,winter,820.28,Urban,False,0.2652,0.0,0.5929,0.7859,0.7959,5.4012,-1103.972,winter,950.37,0.9106334841628959,1.0236853833249393,0.8631164704273072
