,grid_topology,pv_penetration,hp_penetration,ev_penetration,lem_with_lem,average_energy_price_with_lem,avg_share_balancing_energy_with_lem,avg_normalized_market_energy_with_lem,avg_ratio_gen_dem_with_lem,avg_ratio_hp_hh_with_lem,avg_ratio_pv_hp_with_lem,peak_power_with_lem,season_with_lem,max_loads_with_lem,grid_topology_without_lem,lem_without_lem,average_energy_price_without_lem,avg_share_balancing_energy_without_lem,avg_normalized_market_energy_without_lem,avg_ratio_gen_dem_without_lem,avg_ratio_hp_hh_without_lem,avg_ratio_pv_hp_without_lem,peak_power_without_lem,season_without_lem,max_loads_without_lem,average_energy_price_ratio,peak_power_ratio,max_loads_ratio
39,Countryside,0.25,0.5,1.0,True,0.3157,0.162,0.3589,0.3494,1.1387,3.1515,-103.864,winter,67.21,Countryside,False,0.3412,0.0,0.4061,0.3698,1.0713,4.7506,-95.476,winter,69.54,0.925263774912075,1.087854539360677,0.9664941041127407
40,Countryside,0.25,0.75,0.0,True,0.3246,0.1532,0.4473,0.3259,1.8704,1.5169,-134.392,winter,85.12,Countryside,False,0.3473,0.0,0.5064,0.3349,1.7853,1.6589,-104.432,winter,86.82,0.9346386409444285,1.2868852459016393,0.9804192582354297
41,Countryside,0.25,0.75,0.25,True,0.3247,0.1498,0.4526,0.3196,1.871,1.5297,-134.392,winter,85.38,Countryside,False,0.3474,0.0,0.5107,0.3278,1.7854,1.6589,-105.288,winter,87.48,0.934657455382844,1.2764227642276422,0.9759945130315499
42,Countryside,0.25,0.75,0.5,True,0.3267,0.1496,0.4627,0.3075,1.8756,1.4841,-134.392,winter,87.62,Countryside,False,0.348,0.0,0.5178,0.3186,1.7854,1.6589,-105.288,winter,87.71,0.9387931034482759,1.2764227642276422,0.9989738912324707
43,Countryside,0.25,0.75,0.75,True,0.3286,0.1559,0.4681,0.3014,1.8762,1.4888,-134.392,winter,86.81,Countryside,False,0.3485,0.0,0.5239,0.3121,1.7854,1.6589,-114.456,winter,88.14,0.9428981348637017,1.174180471098064,0.9849103698661221
44,Countryside,0.25,0.75,1.0,True,0.327,0.1489,0.4803,0.2975,1.8773,1.5095,-135.016,winter,89.2,Countryside,False,0.3488,0.0,0.5297,0.31,1.7854,1.6589,-115.976,winter,88.97,0.9375,1.1641718976339932,1.0025851410587838
45,Countryside,0.25,1.0,0.0,True,0.327,0.1503,0.4872,0.3105,2.1436,1.2681,-150.144,winter,94.06,Countryside,False,0.3495,0.0,0.5522,0.3163,2.0498,1.332,-114.096,winter,93.82,0.9356223175965667,1.3159444678165755,1.002558089959497
46,Countryside,0.25,1.0,0.25,True,0.3269,0.1517,0.487,0.305,2.1414,1.2802,-150.144,winter,95.38,Countryside,False,0.3495,0.0,0.5564,0.3098,2.05,1.332,-116.496,winter,94.97,0.9353361945636625,1.288833951380305,1.00431715278509
47,Countryside,0.25,1.0,0.5,True,0.3308,0.1508,0.4959,0.2955,2.1426,1.2673,-150.144,winter,95.48,Countryside,False,0.3501,0.0,0.5636,0.3013,2.05,1.332,-116.496,winter,95.2,0.9448728934590116,1.288833951380305,1.0029411764705882
48,Countryside,0.25,1.0,0.75,True,0.3296,0.1573,0.5,0.2874,2.1462,1.2595,-150.144,winter,95.78,Countryside,False,0.3505,0.0,0.5697,0.2954,2.05,1.332,-117.36,winter,95.58,0.9403708987161199,1.2793456032719837,1.0020924879681943
